id,user_id,credit_card_id,nickname,billing_cycle_day,is_default,has_annual_fee,created_at
aa7f6e9a-8b87-5a90-9804-e3ae0e56ba5f,b3a6da31-c9c5-5de8-b6d2-7a6fa34a556b,b6a805d2-f017-5c39-807f-ea91b044ed7c,Techcombank,10,true,true,2024-01-06T14:29:07+00:00
81c75625-6791-5880-a399-bc068f2df7fa,29e12ffd-5dd1-5577-97fc-0a61ff231dce,eb21831d-062b-5dff-b027-7de01c8e2bf5,TPBank,20,true,true,2024-01-16T14:29:07+00:00
b70fb2ed-c5e8-5c17-bbc0-138388251afd,29e12ffd-5dd1-5577-97fc-0a61ff231dce,cc283eff-259a-50bd-8abb-79b9f8d90fbb,ACB,13,false,true,2026-03-26T14:29:07+00:00
4d2690f3-097c-5c6a-983c-263d43881537,f04afd07-b230-534e-a767-c5a69cdfc90b,eec6a2d8-2a1a-5c22-a1c2-f5be6e700961,VPBank,20,true,true,2026-04-14T14:29:07+00:00
c6e939e7-0ae3-50cb-829b-236fdcfc4a40,966ec1d4-4b9c-5900-8840-53e1b5eae76f,624da688-9432-5bdc-8e31-636e2eb7fc1d,MB,15,true,true,2025-05-19T14:29:07+00:00
3d73a505-dd14-5377-aef9-4514f2017cd4,9578065b-64d0-5b45-b50e-6470e6c6815f,eec6a2d8-2a1a-5c22-a1c2-f5be6e700961,VPBank,12,true,true,2024-01-17T14:29:07+00:00
0791d4c3-c959-5a98-b637-ffff5865fd9c,5278a93b-a5b2-55c9-a29f-221c30951631,cc283eff-259a-50bd-8abb-79b9f8d90fbb,ACB,4,true,true,2024-11-24T14:29:07+00:00
e9aa9bf9-a40c-5463-b8f9-d09f577db9fa,bdd19318-9bae-517e-a086-12a35aabf796,cc283eff-259a-50bd-8abb-79b9f8d90fbb,ACB,22,true,true,2025-07-24T14:29:07+00:00
1608ae82-d5d8-51e5-9141-bed881525296,bdd19318-9bae-517e-a086-12a35aabf796,c8ceed11-7ddd-5bf8-8e35-d2133d08c306,Vietcombank,13,false,true,2024-03-11T14:29:07+00:00
de939f6d-6da7-584c-b5f3-b862fbddc371,84fa1c4e-24fb-5d63-a5a5-48800e02d0a7,624da688-9432-5bdc-8e31-636e2eb7fc1d,MB,4,true,true,2024-12-15T14:29:07+00:00
7316a192-6512-5bb1-89b8-b11fd8e57503,84fa1c4e-24fb-5d63-a5a5-48800e02d0a7,eec6a2d8-2a1a-5c22-a1c2-f5be6e700961,VPBank,24,false,true,2025-10-10T14:29:07+00:00
c2330be3-45b8-5a1e-b753-209da3ec4f8c,f26a8fb1-df61-55e2-a05a-4fed01ee0bb9,be369f64-957c-5d10-920a-be5cb898a322,Techcombank,9,true,true,2025-12-31T14:29:07+00:00
79e39c74-a797-5df8-ac12-6687e6b5dc92,afdc94af-3742-550c-a6e2-a267c7530358,b4cbc629-3a1e-58c0-98a3-6abf1e95f100,Vietcombank,8,true,true,2026-05-09T14:29:07+00:00
bd7dbc9b-835f-5924-bee9-11fdf5b6fe5f,382cb368-f6dd-5388-b1a6-43251c8f3062,b4cbc629-3a1e-58c0-98a3-6abf1e95f100,Vietcombank,13,true,true,2026-03-14T14:29:07+00:00
40625be3-7c0e-5352-9ff5-9314108f5506,382cb368-f6dd-5388-b1a6-43251c8f3062,cbbb0d5b-1db6-5f18-adb3-3778ab8c0a5a,VPBank,15,false,true,2024-09-06T14:29:07+00:00
d900d134-64ea-508f-be18-eef330bbc820,c8da362b-84c0-5122-86ec-0ee89b0a819d,cc283eff-259a-50bd-8abb-79b9f8d90fbb,ACB,20,true,true,2025-06-18T14:29:07+00:00
0b72882b-d955-5d95-9a14-16d774f04a17,6212f25f-085e-54dc-ae76-618f28d506dc,decee33e-e2de-5b90-b3c2-0cb0cd81f422,ACB,2,true,true,2024-07-13T14:29:07+00:00
c63e6f63-43fa-5f14-b9b3-63d5e17f337b,edd42b56-d561-59fd-9206-f1d5e565b4eb,be369f64-957c-5d10-920a-be5cb898a322,Techcombank,24,true,true,2025-01-16T14:29:07+00:00
4e022f80-5a89-5cb4-8194-655177314d6b,edd42b56-d561-59fd-9206-f1d5e565b4eb,624da688-9432-5bdc-8e31-636e2eb7fc1d,MB,12,false,true,2024-04-30T14:29:07+00:00
b5c2caaf-7b51-5d89-98c7-3a5132d3d29b,edd42b56-d561-59fd-9206-f1d5e565b4eb,eb21831d-062b-5dff-b027-7de01c8e2bf5,TPBank,6,false,true,2025-07-14T14:29:07+00:00
d535ecb4-7266-59c8-9a75-f16f457051d2,1fe370e7-61d2-5c2c-892a-756eb8dec266,c8ceed11-7ddd-5bf8-8e35-d2133d08c306,Vietcombank,4,true,true,2024-12-23T14:29:07+00:00
903db533-8585-5d75-89b3-1c6d10e8ddd9,1fe370e7-61d2-5c2c-892a-756eb8dec266,eec6a2d8-2a1a-5c22-a1c2-f5be6e700961,VPBank,18,false,true,2024-03-02T14:29:07+00:00
5d56fd09-01e9-5137-a9ad-47c18391fc32,1fe370e7-61d2-5c2c-892a-756eb8dec266,b6a805d2-f017-5c39-807f-ea91b044ed7c,Techcombank,20,false,true,2025-07-27T14:29:07+00:00
9c2e2b28-8ec2-5e8a-a558-43f32dc508bc,66c027c1-2089-5070-9100-5a7f4c8bab70,b4cbc629-3a1e-58c0-98a3-6abf1e95f100,Vietcombank,2,true,true,2026-04-10T14:29:07+00:00
1fc98bfd-bc43-5bf2-87ae-2c384f293278,66c027c1-2089-5070-9100-5a7f4c8bab70,be369f64-957c-5d10-920a-be5cb898a322,Techcombank,11,false,true,2025-10-15T14:29:07+00:00
8463d869-b402-5619-bda4-3dbca86e1944,17b15040-3308-5e76-b8f4-e4719eaf70d6,decee33e-e2de-5b90-b3c2-0cb0cd81f422,ACB,23,true,true,2025-11-24T14:29:07+00:00
b2ad4aaf-4a5b-5e59-96b9-bbbeada2d9aa,98e85f96-0ec3-5431-8404-91d4ec4ae6a3,8f1c2754-6fd1-56c8-be5c-9c3a9706e7fb,TPBank,21,true,true,2026-03-30T14:29:07+00:00
32eece95-a755-5ff3-bcb4-8c2430ffdc57,72c18049-c4a2-5652-b50c-8423869e50d3,decee33e-e2de-5b90-b3c2-0cb0cd81f422,ACB,1,true,true,2024-09-24T14:29:07+00:00
635a2460-41b1-5189-99f2-96c1377ec97c,72c18049-c4a2-5652-b50c-8423869e50d3,be369f64-957c-5d10-920a-be5cb898a322,Techcombank,20,false,true,2025-04-06T14:29:07+00:00
99a5f38a-87c7-53f6-8fbf-ef2284c8690b,1643cd28-e6fd-56e7-9bed-8cfa12c20224,cbbb0d5b-1db6-5f18-adb3-3778ab8c0a5a,VPBank,8,true,true,2024-12-26T14:29:07+00:00
506b7cdd-aa9a-53c8-8dc5-a25ddcd88899,1643cd28-e6fd-56e7-9bed-8cfa12c20224,8f1c2754-6fd1-56c8-be5c-9c3a9706e7fb,TPBank,17,false,true,2025-12-05T14:29:07+00:00
d2bce565-6892-5375-aa2e-0f9cafaf9d9c,3f3e7504-b182-5bd4-a824-cbe0c3e6ec22,8f1c2754-6fd1-56c8-be5c-9c3a9706e7fb,TPBank,25,true,true,2026-03-27T14:29:07+00:00
404138ef-e393-5ddd-87ad-8ed1ff587fb6,3f3e7504-b182-5bd4-a824-cbe0c3e6ec22,be369f64-957c-5d10-920a-be5cb898a322,Techcombank,11,false,true,2024-11-18T14:29:07+00:00
2eee120f-e53b-5245-ae3a-06d2165d87d6,ec519353-c1b0-591a-a853-bb173b7f25a5,be369f64-957c-5d10-920a-be5cb898a322,Techcombank,26,true,true,2025-09-06T14:29:07+00:00
3e8bf61d-8f77-5e6a-b9ca-99b28d84a012,ec519353-c1b0-591a-a853-bb173b7f25a5,cbbb0d5b-1db6-5f18-adb3-3778ab8c0a5a,VPBank,17,false,true,2024-02-28T14:29:07+00:00
e37d9fbf-1622-5399-92f0-fc5392383e24,ec519353-c1b0-591a-a853-bb173b7f25a5,47c48a26-9bd6-5df1-b0d8-fd3880320c88,MB,21,false,true,2025-05-28T14:29:07+00:00
3182415c-5e48-5d81-8e27-71ce31e088c5,81dff0a5-78ea-5c16-9390-fe1724e64125,eec6a2d8-2a1a-5c22-a1c2-f5be6e700961,VPBank,28,true,true,2024-10-03T14:29:07+00:00
0f6778aa-746e-5c7e-909e-1827059815a4,81dff0a5-78ea-5c16-9390-fe1724e64125,8f1c2754-6fd1-56c8-be5c-9c3a9706e7fb,TPBank,16,false,true,2025-11-03T14:29:07+00:00
d8ef3780-6a81-525e-9183-ae5a92a42f9a,38f7a5d2-2c5b-56b0-8f0b-2632ce635096,cc283eff-259a-50bd-8abb-79b9f8d90fbb,ACB,23,true,true,2025-03-24T14:29:07+00:00
de068cb7-a135-5dbb-9151-66c8f8d5ebf7,3c4c2a06-4de3-5058-8ce0-a7c83b5af16c,cc283eff-259a-50bd-8abb-79b9f8d90fbb,ACB,22,true,true,2024-12-03T14:29:07+00:00
3ea69657-837b-518b-b272-28220039e892,3c4c2a06-4de3-5058-8ce0-a7c83b5af16c,eec6a2d8-2a1a-5c22-a1c2-f5be6e700961,VPBank,13,false,true,2025-09-22T14:29:07+00:00
2760dde8-5e94-5c89-a482-21a9a90249e0,e4d0a437-c9aa-5053-a5cf-b4a233c5e41b,8f1c2754-6fd1-56c8-be5c-9c3a9706e7fb,TPBank,17,true,true,2024-07-16T14:29:07+00:00
1cd306d8-2f1e-5a41-bfdf-ff106a6fbf55,bd0d7bb0-e24b-50d6-8483-41dde01c0c85,cbbb0d5b-1db6-5f18-adb3-3778ab8c0a5a,VPBank,13,true,true,2025-03-09T14:29:07+00:00
9c075f30-ebb3-5540-9949-60099f3f93ca,06d79a47-67a6-517f-8092-eea823520671,cc283eff-259a-50bd-8abb-79b9f8d90fbb,ACB,2,true,true,2026-01-24T14:29:07+00:00
e17d91ca-560d-537a-bda7-230fdc528095,31c71846-a4b4-5f0f-a49c-01249065c6bf,eec6a2d8-2a1a-5c22-a1c2-f5be6e700961,VPBank,3,true,true,2026-03-17T14:29:07+00:00
721306de-2fb3-50cc-925e-e7e13774299e,06498f43-c484-51a1-89be-e57db3ddb173,cbbb0d5b-1db6-5f18-adb3-3778ab8c0a5a,VPBank,16,true,true,2026-04-09T14:29:07+00:00
4cf0c163-33ba-5679-a06d-f7c6f85dbe66,06498f43-c484-51a1-89be-e57db3ddb173,eb21831d-062b-5dff-b027-7de01c8e2bf5,TPBank,14,false,true,2025-02-16T14:29:07+00:00
f52a39a1-0771-5fda-95ad-8acc091ef53d,06498f43-c484-51a1-89be-e57db3ddb173,decee33e-e2de-5b90-b3c2-0cb0cd81f422,ACB,4,false,true,2024-04-27T14:29:07+00:00
5374381f-a16d-5267-934d-0eafe3554695,0304bf41-4d2e-5f64-add7-9c18a1f58a93,be369f64-957c-5d10-920a-be5cb898a322,Techcombank,14,true,true,2026-05-17T14:29:07+00:00
2d4ef7ce-934b-542e-9602-c4f3ebd49b1b,121e6b97-fba9-58a2-b094-7ab906618630,cc283eff-259a-50bd-8abb-79b9f8d90fbb,ACB,26,true,true,2026-03-08T14:29:07+00:00
06237a50-4331-5380-a084-588fd13164ef,903a5d4d-caa5-5b30-8005-269a49b48112,cbbb0d5b-1db6-5f18-adb3-3778ab8c0a5a,VPBank,15,true,true,2024-05-23T14:29:07+00:00
5b69a3f5-9316-5f3a-ac81-d8029c6567cd,d3ca6b92-2718-5b25-b1f8-8a45b9a33859,b4cbc629-3a1e-58c0-98a3-6abf1e95f100,Vietcombank,7,true,true,2024-05-03T14:29:07+00:00
d6730756-21dc-54b3-ac8c-ef5de9cecc68,2b44bc13-9dae-5afa-bc72-0b0db73beb68,decee33e-e2de-5b90-b3c2-0cb0cd81f422,ACB,11,true,true,2026-04-07T14:29:07+00:00
85271b2e-122e-5e01-a466-d795a3eba1c5,857f21eb-dcbb-5cb9-9230-aacbcf674b64,8f1c2754-6fd1-56c8-be5c-9c3a9706e7fb,TPBank,8,true,true,2024-12-20T14:29:07+00:00
7ee52194-80eb-5211-b108-b7b0271f268c,857f21eb-dcbb-5cb9-9230-aacbcf674b64,eb21831d-062b-5dff-b027-7de01c8e2bf5,TPBank,16,false,true,2026-01-28T14:29:07+00:00
36997407-325c-5cb0-9515-1ab8281a546b,46f33aef-15bd-5584-b972-c67d1a10310d,eec6a2d8-2a1a-5c22-a1c2-f5be6e700961,VPBank,20,true,true,2025-08-20T14:29:07+00:00
e80cd2ad-55ea-5696-840d-bc0a4d00a3c2,c6fe8d10-976e-521a-82f1-4dfb9c258854,eec6a2d8-2a1a-5c22-a1c2-f5be6e700961,VPBank,6,true,true,2024-11-24T14:29:07+00:00
5dd9a08a-24ca-517e-bd33-f92a6d1f1314,ebd50895-c3a2-5f77-88b7-177ebcb3fea4,cbbb0d5b-1db6-5f18-adb3-3778ab8c0a5a,VPBank,23,true,true,2025-09-10T14:29:07+00:00
e18c5b74-30b8-5b80-be92-e70499e85729,eaa4be99-6fe3-5141-ad78-36d9151b0869,c8ceed11-7ddd-5bf8-8e35-d2133d08c306,Vietcombank,6,true,true,2025-01-19T14:29:07+00:00
46539421-dadc-5eeb-8067-56c2b01ecc48,b6001c57-84ea-5ee7-9b5e-7d821c728134,eec6a2d8-2a1a-5c22-a1c2-f5be6e700961,VPBank,18,true,true,2026-04-12T14:29:07+00:00
01d5544c-f18a-5d87-b2e3-85c15eae28d5,8ebeaff4-bb75-5503-98b8-c645b7c0e4b6,c8ceed11-7ddd-5bf8-8e35-d2133d08c306,Vietcombank,5,true,true,2024-06-11T14:29:07+00:00
59bec7c6-b8c3-5279-bc30-573977e813e3,da61e882-c13c-5df2-a202-d630e9dcaee7,eec6a2d8-2a1a-5c22-a1c2-f5be6e700961,VPBank,14,true,true,2026-02-23T14:29:07+00:00
36092889-8d6b-52b1-8ade-781f38ce26b4,da61e882-c13c-5df2-a202-d630e9dcaee7,c8ceed11-7ddd-5bf8-8e35-d2133d08c306,Vietcombank,12,false,true,2025-01-18T14:29:07+00:00
c19ee71f-70e9-5d2e-a925-417545b4492f,4b1baa95-a080-5864-9e97-f341d2397e01,decee33e-e2de-5b90-b3c2-0cb0cd81f422,ACB,24,true,true,2025-12-24T14:29:07+00:00
f0d8d76c-bdd5-5206-ac66-631b0a220535,682394ce-8699-54b4-81c9-0ad93f62a27d,decee33e-e2de-5b90-b3c2-0cb0cd81f422,ACB,23,true,true,2025-11-16T14:29:07+00:00
ec8a83a5-3ad8-5921-b473-318452bc05b0,682394ce-8699-54b4-81c9-0ad93f62a27d,8f1c2754-6fd1-56c8-be5c-9c3a9706e7fb,TPBank,19,false,true,2025-03-25T14:29:07+00:00
dc5021e1-313e-58f7-aaa3-10116e6b710c,c3db2b10-6081-5aa3-b422-a3bd559ad1f4,b6a805d2-f017-5c39-807f-ea91b044ed7c,Techcombank,9,true,true,2026-05-05T14:29:07+00:00
cd91c1b7-5855-588d-93e4-4824f9232fcc,d2f7470c-0ace-5e88-a6af-9529065fa40d,624da688-9432-5bdc-8e31-636e2eb7fc1d,MB,5,true,true,2025-03-28T14:29:07+00:00
4a7d76e1-bec5-5ec8-a678-e8a39ca102c2,d2f7470c-0ace-5e88-a6af-9529065fa40d,cc283eff-259a-50bd-8abb-79b9f8d90fbb,ACB,15,false,true,2026-05-19T14:29:07+00:00
f5d7be20-9e9f-5fc3-815f-798d08456b8a,d2f7470c-0ace-5e88-a6af-9529065fa40d,eb21831d-062b-5dff-b027-7de01c8e2bf5,TPBank,21,false,true,2024-11-10T14:29:07+00:00
e926d541-3c06-52c2-8386-13c67e64addb,c821e376-c53f-5828-98f4-26f0cc6b7223,cbbb0d5b-1db6-5f18-adb3-3778ab8c0a5a,VPBank,22,true,true,2026-04-28T14:29:07+00:00
d2cb3c23-6bf4-5179-a329-bfae28e58005,ede0dfaf-2ab5-5d82-90d2-351adee54a80,624da688-9432-5bdc-8e31-636e2eb7fc1d,MB,2,true,true,2024-09-18T14:29:07+00:00
fdd425db-90c6-5734-bade-2125724e27c4,ede0dfaf-2ab5-5d82-90d2-351adee54a80,eec6a2d8-2a1a-5c22-a1c2-f5be6e700961,VPBank,4,false,true,2025-04-15T14:29:07+00:00
e668d17a-0a02-59c1-afa8-beb349e0a7c4,5934792e-d066-5605-bd24-acda2f3a0e5e,cbbb0d5b-1db6-5f18-adb3-3778ab8c0a5a,VPBank,20,true,true,2024-08-25T14:29:07+00:00
d5d31482-5f4e-5a09-9782-79c101bc8faf,9326747b-a3c3-5dc1-9663-f0c3f9f2e674,eec6a2d8-2a1a-5c22-a1c2-f5be6e700961,VPBank,17,true,true,2024-11-08T14:29:07+00:00
9d4bfe55-0ea5-5ed2-b673-4ff58b705c71,237f89ed-ff69-5ef4-ae0d-8dd0c019558e,c8ceed11-7ddd-5bf8-8e35-d2133d08c306,Vietcombank,6,true,true,2024-02-18T14:29:07+00:00
928ea1ff-96ef-5081-b9ce-b5ebb32eb3d4,24904c61-e357-511a-b299-3583ed141b8b,8f1c2754-6fd1-56c8-be5c-9c3a9706e7fb,TPBank,6,true,true,2025-02-20T14:29:07+00:00
41ab3dc9-12a5-5ca0-bb24-e6ac9b1d3fc6,24904c61-e357-511a-b299-3583ed141b8b,c8ceed11-7ddd-5bf8-8e35-d2133d08c306,Vietcombank,19,false,true,2024-10-16T14:29:07+00:00
2690d945-2410-5a94-b5ec-ea91e40cb044,4e404963-2fe4-5ef7-b0b6-0427801bf4b8,decee33e-e2de-5b90-b3c2-0cb0cd81f422,ACB,28,true,true,2024-04-13T14:29:07+00:00
8b1dd245-7b6b-5099-a1c8-6c6ad79416d9,4e404963-2fe4-5ef7-b0b6-0427801bf4b8,b6a805d2-f017-5c39-807f-ea91b044ed7c,Techcombank,27,false,true,2025-06-21T14:29:07+00:00
f1e410d8-1c7e-5595-8b0b-e44d9ca21835,4e404963-2fe4-5ef7-b0b6-0427801bf4b8,eb21831d-062b-5dff-b027-7de01c8e2bf5,TPBank,27,false,true,2025-01-25T14:29:07+00:00
11ae96b9-fd5b-5d13-94f9-bb44710b097c,31cea3d9-9b66-5d6d-ab73-198769c10b02,eb21831d-062b-5dff-b027-7de01c8e2bf5,TPBank,17,true,true,2024-06-04T14:29:07+00:00
1e8696eb-ae0c-5dd2-aa52-b9711380fa9e,379e7eee-9b0c-5336-a4a7-a80ee06c6ff0,624da688-9432-5bdc-8e31-636e2eb7fc1d,MB,10,true,true,2025-09-20T14:29:07+00:00
ca1c5710-6d54-5afc-ab59-c387c7db0977,f2c94aa8-d76a-52b3-a558-d0ac88e67c6c,cc283eff-259a-50bd-8abb-79b9f8d90fbb,ACB,28,true,true,2026-05-20T14:29:07+00:00
4f3e9a54-e0ed-5e1a-ab9e-d9f4d5d4d98b,eceea259-3bdf-54c9-8b43-2838e162bf64,decee33e-e2de-5b90-b3c2-0cb0cd81f422,ACB,5,true,true,2025-01-18T14:29:07+00:00
6c20eb62-9c5a-56e9-aa0b-10702e5ca0cc,eceea259-3bdf-54c9-8b43-2838e162bf64,cbbb0d5b-1db6-5f18-adb3-3778ab8c0a5a,VPBank,5,false,true,2024-06-26T14:29:07+00:00
cd8bd4b4-39b6-5875-90b6-c8abb8948255,e0c8fc7f-7fe6-574b-8fd3-25459c3ad493,47c48a26-9bd6-5df1-b0d8-fd3880320c88,MB,17,true,true,2024-03-17T14:29:07+00:00
58e3fc11-743c-58f7-a075-ecabb265f0f7,9dd12db8-fbaa-5d79-8b91-266a471fddc3,b6a805d2-f017-5c39-807f-ea91b044ed7c,Techcombank,19,true,true,2024-03-01T14:29:07+00:00
f1303535-26c9-538d-809b-d319539614a9,6ebf6852-977c-50c5-83e7-b12eb904aa54,624da688-9432-5bdc-8e31-636e2eb7fc1d,MB,15,true,true,2025-04-26T14:29:07+00:00
18caad2a-3eeb-5929-bb16-b3b0a155b93a,6ebf6852-977c-50c5-83e7-b12eb904aa54,c8ceed11-7ddd-5bf8-8e35-d2133d08c306,Vietcombank,9,false,true,2024-03-24T14:29:07+00:00
f3866cbe-c689-5304-ab7d-e0c572e2e584,12469456-3ad6-51a3-b490-7bb2710c5bef,eec6a2d8-2a1a-5c22-a1c2-f5be6e700961,VPBank,17,true,true,2025-01-14T14:29:07+00:00
9f8fd2d3-9203-5f09-abfc-57b70e81f10d,65cc7397-61a7-52b5-a365-a8a29bd01bfc,cc283eff-259a-50bd-8abb-79b9f8d90fbb,ACB,16,true,true,2024-06-16T14:29:07+00:00
ee238922-4811-53ac-ba4d-e401104b8a9d,65cc7397-61a7-52b5-a365-a8a29bd01bfc,b4cbc629-3a1e-58c0-98a3-6abf1e95f100,Vietcombank,7,false,true,2024-10-10T14:29:07+00:00
385a4409-07c2-588f-9f35-7b16e0435994,8ccbacbc-bab1-59ad-8c8a-792294f8e3df,cbbb0d5b-1db6-5f18-adb3-3778ab8c0a5a,VPBank,1,true,true,2024-11-18T14:29:07+00:00
d8a95163-ddd3-5873-a9a8-541078b29551,f7787e69-8bb2-5f45-90b2-101fe069a1d3,be369f64-957c-5d10-920a-be5cb898a322,Techcombank,27,true,true,2024-06-06T14:29:07+00:00
cbe8b256-c939-5d53-9417-1b461ae19b73,69baec5d-6273-5e73-bd22-c0d0f66f2030,b4cbc629-3a1e-58c0-98a3-6abf1e95f100,Vietcombank,15,true,true,2024-02-10T14:29:07+00:00
208dfcc0-b106-5f32-b311-acadd7f36955,70a46339-2a97-56a5-b590-9c72263aadac,be369f64-957c-5d10-920a-be5cb898a322,Techcombank,4,true,true,2026-01-24T14:29:07+00:00
709c1e92-ec07-56ee-b551-89cc3ce7ba28,4bb1d7de-129c-561b-92fa-ed8436bfce22,cc283eff-259a-50bd-8abb-79b9f8d90fbb,ACB,9,true,true,2024-07-12T14:29:07+00:00
a256db6d-0e6f-5539-8c63-5d5ea3dfa07c,4bb1d7de-129c-561b-92fa-ed8436bfce22,47c48a26-9bd6-5df1-b0d8-fd3880320c88,MB,23,false,true,2025-09-19T14:29:07+00:00
3b09af75-587b-5a31-ab2a-990ad59b5fe9,eba6ac6d-425c-5367-9909-cc7829211991,c8ceed11-7ddd-5bf8-8e35-d2133d08c306,Vietcombank,27,true,true,2024-03-02T14:29:07+00:00
3f53f037-3c9b-5cfa-a173-242627da5cf3,eba6ac6d-425c-5367-9909-cc7829211991,624da688-9432-5bdc-8e31-636e2eb7fc1d,MB,28,false,true,2026-04-10T14:29:07+00:00
42bbfbb1-8b8d-5b4c-9d53-62d0f2b49784,2b50e530-8186-5238-8850-48bfef8f8540,eb21831d-062b-5dff-b027-7de01c8e2bf5,TPBank,23,true,true,2024-10-04T14:29:07+00:00
afa599bb-af2a-5930-b3ff-aca46f62ad7f,a59814c5-eaf3-5107-b19c-5631cf50a539,47c48a26-9bd6-5df1-b0d8-fd3880320c88,MB,19,true,true,2025-12-27T14:29:07+00:00
410d36e1-1e26-59ce-80e9-906ad62ce548,3d684825-5d46-5da4-9778-41ea884e8e3b,cc283eff-259a-50bd-8abb-79b9f8d90fbb,ACB,11,true,true,2024-06-05T14:29:07+00:00
ef478928-05e7-51ff-a23f-576495245b73,daf5eebf-d1f7-56c3-b2a0-3707a080ffe5,c8ceed11-7ddd-5bf8-8e35-d2133d08c306,Vietcombank,25,true,true,2025-07-09T14:29:07+00:00
8ae916a1-4d86-5fd5-bfd3-8c725695f608,d2d8d7be-7991-5617-8b7f-7d4038ac6da4,624da688-9432-5bdc-8e31-636e2eb7fc1d,MB,27,true,true,2025-03-02T14:29:07+00:00
aad3caa9-dff9-5c34-81fc-c0977b1bfb8f,a28e53aa-52b9-5744-83f1-cb99c3695a2c,47c48a26-9bd6-5df1-b0d8-fd3880320c88,MB,6,true,true,2024-01-23T14:29:07+00:00
8edc0e45-e443-53f1-b886-3d4d965d66c0,b6cb9a7d-3f2d-560e-b89a-52a7df92e7e7,8f1c2754-6fd1-56c8-be5c-9c3a9706e7fb,TPBank,10,true,true,2024-02-01T14:29:07+00:00
d998163b-a52c-5ec8-b41f-59f0fc9da493,61bb51cb-60a0-5991-9db2-b651d85971ef,cc283eff-259a-50bd-8abb-79b9f8d90fbb,ACB,9,true,true,2025-09-27T14:29:07+00:00
b1e54c7b-46fa-52c1-b800-12f91b076a48,61bb51cb-60a0-5991-9db2-b651d85971ef,b6a805d2-f017-5c39-807f-ea91b044ed7c,Techcombank,7,false,true,2024-10-17T14:29:07+00:00
3b576ccf-7903-5739-a03a-b7fd08655c48,7d0681a4-f90d-5953-8df4-d655549407d3,b4cbc629-3a1e-58c0-98a3-6abf1e95f100,Vietcombank,4,true,true,2026-01-19T14:29:07+00:00
ca1d7768-e758-58dd-afbe-b893935de077,fa1d054e-6be1-58e9-8144-14007a4a28fc,be369f64-957c-5d10-920a-be5cb898a322,Techcombank,9,true,true,2026-02-27T14:29:07+00:00
96095762-acbc-59c4-9707-dc28fffd6d0d,2b1fae98-dc37-54f7-bd70-f4c5813784ae,624da688-9432-5bdc-8e31-636e2eb7fc1d,MB,10,true,true,2026-03-13T14:29:07+00:00
64e359be-930f-57f6-bb7d-50a9aa186090,e857dcda-7e1a-57bf-94fa-af74120c7604,cc283eff-259a-50bd-8abb-79b9f8d90fbb,ACB,25,true,true,2025-05-06T14:29:07+00:00
297851a1-e1c9-5ef9-8f63-8b1b36f772c9,cd2ae886-92e2-5372-90ed-06468abd40d9,8f1c2754-6fd1-56c8-be5c-9c3a9706e7fb,TPBank,7,true,true,2026-02-07T14:29:07+00:00
581d97b3-5293-5439-9548-8d11b32cca89,cd2ae886-92e2-5372-90ed-06468abd40d9,cc283eff-259a-50bd-8abb-79b9f8d90fbb,ACB,22,false,true,2024-12-08T14:29:07+00:00
941b2c05-8ed9-5e74-88e2-c37153bd7e40,eb1efd48-ebd4-54e5-b658-2ab9b1ba05b4,47c48a26-9bd6-5df1-b0d8-fd3880320c88,MB,14,true,true,2025-09-23T14:29:07+00:00
d656738a-464a-524f-a1fe-bec93198d7e3,eb1efd48-ebd4-54e5-b658-2ab9b1ba05b4,cc283eff-259a-50bd-8abb-79b9f8d90fbb,ACB,25,false,true,2025-07-12T14:29:07+00:00
31f2cfcf-1e8b-5dfe-ad84-79b806feadfc,77d8dea7-b982-537d-b6c5-cbdfecc98455,b6a805d2-f017-5c39-807f-ea91b044ed7c,Techcombank,7,true,true,2025-03-03T14:29:07+00:00
e7314b2f-0af6-53ff-aa12-bc544dc8658f,9102fdc5-1b69-5a62-9dd4-1ec920de439d,eb21831d-062b-5dff-b027-7de01c8e2bf5,TPBank,5,true,true,2025-03-30T14:29:07+00:00
074282f0-3a46-55c2-a9e4-7e71d997cb10,c4bba7f8-cfa5-55dd-9152-42968732d42c,8f1c2754-6fd1-56c8-be5c-9c3a9706e7fb,TPBank,7,true,true,2024-12-15T14:29:07+00:00
df3d94ec-37ed-5d81-a853-7b8f94b4d3dc,c4bba7f8-cfa5-55dd-9152-42968732d42c,47c48a26-9bd6-5df1-b0d8-fd3880320c88,MB,4,false,true,2025-05-03T14:29:07+00:00
b4f14c4a-f679-5bd6-b9e2-520cc2d86c63,a60c2447-8c02-5c52-ab3b-45fd307d0520,eec6a2d8-2a1a-5c22-a1c2-f5be6e700961,VPBank,9,true,true,2025-01-01T14:29:07+00:00
a4f08a85-fbc5-5744-a865-4f5b13c86460,4a14caaf-7b57-5f8d-9db8-8c3cad3f9091,be369f64-957c-5d10-920a-be5cb898a322,Techcombank,16,true,true,2024-07-29T14:29:07+00:00
5c123d3b-e508-558e-8034-6ce6392f285d,1b8e5332-0a50-52a7-9777-45d7d70dba15,47c48a26-9bd6-5df1-b0d8-fd3880320c88,MB,23,true,true,2024-01-09T14:29:07+00:00
d18e15ba-e6c9-566f-8c9c-ef0bdb768a24,1b8e5332-0a50-52a7-9777-45d7d70dba15,624da688-9432-5bdc-8e31-636e2eb7fc1d,MB,5,false,true,2026-04-16T14:29:07+00:00
